Home_Team,Away_Team,Actual_Total,Closing_Total,Error,Abs_Error
Cincinnati,San Francisco,145,294.0,149.0,149.0
Montana,Boise State,158,308.0,150.0,150.0
Vanderbilt,Columbia,140,292.0,152.0,152.0
Villanova,VCU,131,268.0,137.0,137.0
Cleveland State,High Point,167,330.0,163.0,163.0
Montana,Arkansas State,135,266.0,131.0,131.0
Notre Dame,Ole Miss,127,256.0,129.0,129.0
Chicago State,Fairfield,151,306.0,155.0,155.0
NC State,Tennessee,151,304.0,153.0,153.0
UConn,Syracuse,136,274.0,138.0,138.0
Duquesne,Monmouth,134,282.0,148.0,148.0
Evansville,Seattle,128,266.0,138.0,138.0
Indiana,Oklahoma,143,288.0,145.0,145.0
Penn State,Belmont,140,288.0,148.0,148.0
Vermont,Niagara,132,256.0,124.0,124.0
Butler,Purdue,113,230.0,117.0,117.0
Louisiana-Monroe,Grambling,178,372.0,194.0,194.0
Providence,Colgate,95,188.0,93.0,93.0
Tarleton State,Purdue Fort Wayne,145,282.0,137.0,137.0
Troy,Florida International,154,302.0,148.0,148.0
Iowa,West Virginia,118,226.0,108.0,108.0
North Dakota State,Montana,135,264.0,129.0,129.0
Southern Indiana,Wisconsin,129,254.0,125.0,125.0
UCLA,Creighton,130,248.0,118.0,118.0
Gonzaga,Utah,143,286.0,143.0,143.0
USC,Kansas,128,264.0,136.0,136.0
UConn,Illinois,129,250.0,121.0,121.0
Alabama,Clemson,171,354.0,183.0,183.0
Iowa,Colorado,157,318.0,161.0,161.0
UCLA,LSU,147,302.0,155.0,155.0
USC,Baylor,144,282.0,138.0,138.0
UConn,Duke,98,204.0,106.0,106.0
